First Name,Last Name,Sport,year,Hometown,State,state_id,Gender,lat,lng,population
Julian,Venonsky,Rowing,2020,Philadelphia,Pennsylvania,PA,,40.0077,-75.1339,5683533
Justin,Best,Rowing,2020,Kennett Square,Pennsylvania,PA,,39.8438,-75.7113,5982
Michael,Grady,Rowing,2020,Pittsburgh,Pennsylvania,PA,,40.4397,-79.9763,1749091
Nicholas,Mead,Rowing,2020,Strafford,Pennsylvania,,,,,
Ariana,Ramsey,Rugby ,2020,Philadelphia,Pennsylvania,PA,,40.0077,-75.1339,5683533
Kris,Thomas,Rugby ,2020,Philadelphia,Pennsylvania,PA,,40.0077,-75.1339,5683533
Hali,Flickinger,Swimming,2020,Spring Grove,Pennsylvania,PA,,39.8808,-76.8641,2141
Jennifer,Brady,Tennis,2020,Harrisburg,Pennsylvania,PA,,40.2752,-76.8843,498329
Ajee,Wilson,Track and Field,2020,Philadelphia,Pennsylvania,PA,,40.0077,-75.1339,5683533
Joseph,Kovacs,Track and Field,2020,Nazareth,Pennsylvania,PA,,40.74,-75.3131,6015
Michael,Shuey,Track and Field,2020,Johnsonburg,Pennsylvania,PA,,41.4913,-78.6791,2293
Mitchell,Stahl,Volleyball ,2020,Chambersburg,Pennsylvania,PA,,39.9315,-77.6556,21917
David,Taylor,Wrestling,2020,State College,Pennsylvania,PA,,40.7909,-77.8567,83170
John,Stefanowicz,Wrestling,2020,New Park,Pennsylvania,,,,,
Anders,Weiss,Rowing,2020,Barrington,Rhode Island,,,,,
Stuart,McNay,Sailing,2020,Providence,Rhode Island,RI,,41.823,-71.4187,1290271
Emily,Sisson,Track and Field,2020,Providence,Rhode Island,RI,,41.823,-71.4187,1290271
Khris,Middleton,Basketball ,2020,Charleston,South Carolina,SC,,32.8168,-79.9687,706884
A'ja,Wilson,Basketball ,2020,Columbia,South Carolina,SC,,34.0378,-80.9036,604065
Doug,Payne,Equestrian,2020,Aiken,South Carolina,SC,,33.5303,-81.7271,32014
Quanera,Hayes,Track and Field,2020,Dillon,South Carolina,SC,,34.4233,-79.3689,6454
Raven,Saunders,Track and Field,2020,Charleston,South Carolina,SC,,32.8168,-79.9687,706884
Sandi,Morris,Track and Field,2020,Greenville,South Carolina,SC,,34.8354,-82.3646,401443
Wadeline,Jonathas,Track and Field,2020,Columbia,South Carolina,SC,,34.0378,-80.9036,604065
Clarence,Cummings,Weightlifting,2020,Beaufort,South Carolina,SC,,32.4597,-80.7235,13582
Paige,McPherson,Taekwondo,2020,Sturgis,South Dakota,SD,,44.411,-103.4973,7121
Alex,Walsh,Swimming,2020,Nashville,Tennessee,TN,,36.1715,-86.7842,1177657
Erika,Brown,Swimming,2020,Knoxville,Tennessee,TN,,35.9692,-83.9496,615829
Tennys,Sandgren,Tennis,2020,Gallatin,Tennessee,TN,,36.3782,-86.4698,44947
Alex,Young,Track and Field,2020,La Vergne,Tennessee,TN,,36.02,-86.5586,38553
Wesley,Kitts,Weightlifting,2020,Knoxville,Tennessee,TN,,35.9692,-83.9496,615829
Mackenzie,Brown,Archery,2020,Flint,Texas,,,,,
Scott,Kazmir,Baseball,2020,Cypress Falls,Texas,,,,,
Shane,Baz,Baseball,2020,Cypress,Texas,,,,,
Simeon,Woods Richardson,Baseball,2020,Sugar Land,Texas,TX,,29.5935,-95.6358,110077
Ariel,Atkins,Basketball ,2020,Dallas,Texas,TX,,32.7935,-96.7667,5830932
Brittney,Griner,Basketball ,2020,Houston,Texas,TX,,29.786,-95.3885,5970127
Virginia,Fuchs,Boxing,2020,Houston,Texas,TX,,29.786,-95.3885,5970127
Lawson,Craddock,Cycling,2020,Houston,Texas,TX,,29.786,-95.3885,5970127
Alison,Gibson,Diving,2020,Austin,Texas,TX,,30.3005,-97.7522,1905945
Hailey,Hernandez,Diving,2020,Southlake,Texas,TX,,32.9545,-97.1503,30779
Courtney,Hurley,Fencing,2020,San Antonio,Texas,TX,,29.4632,-98.5238,2058444
Kelley,Hurley,Fencing,2020,San Antonio,Texas,TX,,29.4632,-98.5238,2058444
Simone,Biles,Gymnastic (Artistic),2020,Spring,Texas,TX,,30.0613,-95.383,63930
Thomas,Scott,Karate,2020,Richardson,Texas,TX,,32.9716,-96.7093,118063
Kevon,Williams,Rugby ,2020,Houston,Texas,TX,,29.786,-95.3885,5970127
Austen,Smith,Shooting,2020,Keller,Texas,TX,,32.9335,-97.2256,45320
Phillip,Jungman,Shooting,2020,Caldwell,Texas,TX,,30.5307,-96.7007,4120
Catherine,Osterman,Softball ,2020,Houston,Texas,TX,,29.786,-95.3885,5970127
Simone,Manuel,Swimming,2020,Sugar Land,Texas,TX,,29.5935,-95.6358,110077
Huijing,Wang,Table Tennis,2020,Sugar Land,Texas,TX,,29.5935,-95.6358,110077
Austin,Krajicek,Tennis,2020,Plano,Texas,TX,,33.0502,-96.7486,284948
Ariana,Ince,Track and Field,2020,Gonzales,Texas,TX,,29.5126,-97.4472,7190
Bryce,Deadmon,Track and Field,2020,Missouri City,Texas,TX,,29.563,-95.5365,74517
Bryce,Hoppel,Track and Field,2020,Midland,Texas,TX,,32.0243,-102.1147,140171
Fred,Kerley,Track and Field,2020,San Antonio,Texas,TX,,29.4632,-98.5238,2058444
Jasmine,Moore,Track and Field,2020,Grand Prairie,Texas,TX,,32.6871,-97.0208,197279
Raevyn,Rogers,Track and Field,2020,Houston,Texas,TX,,29.786,-95.3885,5970127
Steffin,McCarter,Track and Field,2020,Copperas Cove,Texas,TX,,31.1192,-97.914,36436
Chiaka,Ogbogu,Volleyball ,2020,Coppell,Texas,TX,,32.9639,-96.9903,42513
Jourdan,Delacruz,Weightlifting,2020,Wylie,Texas,TX,,33.0362,-96.5161,57063
Tamyra,Mensah-Stock,Wrestling,2020,Katy,Texas,TX,,29.7905,-95.8353,22826
Jordan,Matyas,Rugby ,2020,Calgary,Utah,,,,,
Nathaniel,Coleman,Sport Climbing,2020,Salt Lake City,Utah,UT,,40.7776,-111.9311,1173879
Rhyan,White,Swimming,2020,Herriman,Utah,UT,,40.4899,-112.017,55301
Jacob,Gibb,Beach Volleyball,2020,Bountiful,Utah,UT,,40.8721,-111.8647,45353
Ilona,Maher,Rugby ,2020,Burlington,Vermont,VT,,44.4876,-73.2316,123307
Elinor,Purrier,Track and Field,2020,Montgomery,Vermont,,,,,
Keyshawn,Davis,Boxing,2020,Norfolk,Virginia,VA,,36.8945,-76.259,236973
Troy,Isley,Boxing,2020,Alexandria,Virginia,VA,,38.8185,-77.0861,157594
Justin,Dowell,Cycling,2020,Virginia Beach,Virginia,VA,,36.7335,-76.0435,1443020
Claire,Collins,Rowing,2020,Mclean,Virginia,,,,,
Cheta,Emba,Rugby ,2020,Richmond,Virginia,VA,,37.5295,-77.4756,1073223
Andrew,Seliskar,Swimming,2020,Mclean,Virginia,,,,,
Townley,Haas,Swimming,2020,Henrico,Virginia,,,,,
Torri,Huske,Swimming,2020,Arlington,Virginia,VA,,38.8786,-77.1011,235845
Grant,Holloway,Track and Field,2020,Chesapeake,Virginia,VA,,36.6778,-76.3023,249377
Michael,Cherry,Track and Field,2020,Chesapeake,Virginia,VA,,36.6778,-76.3023,249377
Noah,Lyles,Track and Field,2020,Alexandria,Virginia,VA,,38.8185,-77.0861,157594
Trevor,Stewart,Track and Field,2020,Lorton,Virginia,VA,,38.6983,-77.2164,22049
Ty,Butts-Townsend,Track and Field,2020,Hampton,Virginia,VA,,37.0551,-76.363,137217
Zach,Lavine,Basketball ,2020,Renton,Washington,WA,,47.4784,-122.1918,105355
Nevin,Harrison,Canoe/Kayak,2020,Seattle,Washington,WA,,47.6211,-122.3244,3561397
Adrian,Hegyvary,Cycling,2020,Seattle,Washington,WA,,47.6211,-122.3244,3561397
Katrina,Young,Diving,2020,Seattle,Washington,WA,,47.6211,-122.3244,3561397
Jordan,Chiles,Gymnastic (Artistic),2020,Vancouver,Washington,WA,,45.6366,-122.5967,190700
Jacob,Riley,Track and Field,2020,Bellingham,Washington,WA,,48.7548,-122.469,129880
Kara,Winger,Track and Field,2020,Vancouver,Washington,WA,,45.6366,-122.5967,190700
Harrison,Maurus,Weightlifting,2020,Auburn,Washington,WA,,47.3039,-122.2108,85623
Alison,Rusher,Rowing,2020,West Bend,Wisconsin,WI,,43.4173,-88.1818,31682
Madeleine,Wanamaker,Rowing,2020,Neenah,Wisconsin,WI,,44.1669,-88.4767,27309
Megan,Kalmoe,Rowing,2020,Saint Croix Falls,Wisconsin,,,,,
Stephanie,Roble,Sailing,2020,East Troy,Wisconsin,WI,,42.7846,-88.3973,4669
Madelynn,Bernau,Shooting,2020,Waterford,Wisconsin,WI,,42.7645,-88.216,5587
Alicia,Monson,Track and Field,2020,Amery,Wisconsin,WI,,45.3045,-92.3635,2959
Kenneth,Bednarek,Track and Field,2020,Rice Lake,Wisconsin,WI,,45.4864,-91.7447,8990
Luca,Cupido,Water Polo ,2020,Santa Margherita Ligure,Italy,,,,,
Jack,Lopez,Baseball,2020,Toa Alta,Puerto Rico,PR,,18.3879,-66.2508,3251
